"germplasmName","FullSampleName","GID"
"IITA-TMS-IBA970219","I970219:250090796","I970219:250090796"
"IITA-TMS-IBA030265","I030265:250090846","I030265:250090846"
"GCO-021-20",NA,"GCO-021-20"
"GC0002-5",NA,"GC0002-5"
"IITA-TMS-IBA030555","I030555:250300233","I030555:250300233"
"CPCR15B-67","CPCR15BP67:250367991","CPCR15BP67:250367991"
"IITA-TMS-IBA090521","I090521:250099172","I090521:250099172"
"IITA-TMS-IBA088673","I088673:250099163","I088673:250099163"
"IITA-TMS-IBA940561","I940561:250090825","I940561:250090825"
"IITA-TMS-IBA990313","I990313:250090786","I990313:250090786"
"IITA-TMS-IBA102431","I102431:250099028","I102431:250099028"
"TMEB9","TMEB9:250253601","TMEB9:250253601"
"CPCR26B-27","CPCR26BP27:250368025","CPCR26BP27:250368025"
"CPCR15B-16",NA,"CPCR15B-16"
"IITA-TMS-IBA960249","I960249:250090818","I960249:250090818"
"IITA-TMS-IBA102122","I102122:250099038","I102122:250099038"
"IITA-TMS-IBA102736","I102736:250099024","I102736:250099024"
"IITA-TMS-IBA102815","I102815:250099018","I102815:250099018"
"CPCR17B-2",NA,"CPCR17B-2"
"IITA-TMS-IBA30001","I30001:250304624","I30001:250304624"
"CR35-5",NA,"CR35-5"
"IITA-TMS-IBA920326","I920326:250090768","I920326:250090768"
"GCO157-25",NA,"GCO157-25"
"X00214",NA,"X00214"
"IITA-TMS-IBA961087","I961087:250090813","I961087:250090813"
"TMS010632","TMS010632:250367983","TMS010632:250367983"
"IITA-TMS-IBA088799",NA,"IITA-TMS-IBA088799"
"TMEB594","TMEB1958:250254556","TMEB1958:250254556"
"IITA-TMS-IBA102428","I102428:250099026","I102428:250099026"
"IITA-TMS-IBA102654","I102654:250099044","I102654:250099044"
"CPCR22B-15","CPCR22BP15:250368008","CPCR22BP15:250368008"
"GCO157-107",NA,"GCO157-107"
"IITA-TMS-ZAR920250","Z920250:250304497","Z920250:250304497"
"TMS85-10(8411)",NA,"TMS85-10(8411)"
"IITA-TMS-IBA950925","I950925:250090823","I950925:250090823"
"CO08020","CO08020:250367980","CO08020:250367980"
"IITA-TMS-MM980471","MM980471:250090845","MM980471:250090845"
"IITA-TMS-IBA102125","I102125:250099072","I102125:250099072"
"IITA-TMS-IBA102222","I102222:250099100","I102222:250099100"
"IITA-TMS-MOK000044","M000044:250090784","M000044:250090784"
"IITA-TMS-IBA920057","I920057:250304492","I920057:250304492"
"IITA-TMS-IBA102676","I102676:250099080","I102676:250099080"
"CPCR24B-1",NA,"CPCR24B-1"
"IITA-TMS-IBA102289","I102289:250099039","I102289:250099039"
"TMS950414","TMS950414:250368005","TMS950414:250368005"
"CO08002","CO08002:250399753","CO08002:250399753"
"CPCR15B-88",NA,"CPCR15B-88"
"CW4529",NA,"CW4529"
"TMS960035","TMS960035:250368000","TMS960035:250368000"
"IITA-TMS-IBA102448","I102448:250099066","I102448:250099066"
"IITA-TMS-IBA961556","I961556:250090808","I961556:250090808"
"IITA-TMS-IBA102357","I102357:250099050","I102357:250099050"
"IITA-TMS-IBA102123","I102123:250099021","I102123:250099021"
"IITA-TMS-IBA102202","I102202:250099036","I102202:250099036"
"IITA-TMS-IBA980378","I980378:250090788","I980378:250090788"
"IITA-TMS-IBA102133","I102133:250099027","I102133:250099027"
"IITA-TMS-IBA101898","I101898:250099063","I101898:250099063"
"GCO157-70",NA,"GCO157-70"
"IITA-TMS-IBA102400","I102400:250099097","I102400:250099097"
"IITA-TMS-IBA102399","I102399:250099093","I102399:250099093"
"IITA-TMS-IBAMP081019","MP081019:250099211","MP081019:250099211"
"IITA-TMS-IBA102278","I102278:250099060","I102278:250099060"
"TME258","TMEB258:250253797","TMEB258:250253797"
"IITA-TMS-MM965055","MM965055:250090843","MM965055:250090843"
"IITA-TMS-IBA088736","I088736:250099151","I088736:250099151"
"TMS000210","TMS000210:250399715","TMS000210:250399715"
"IITA-TMS-MOK000063","M000063:250090779","M000063:250090779"
"IITA-TMS-IBA960325","I960325:250090790","I960325:250090790"
"IITA-TMS-IBA101976","I101976:250099057","I101976:250099057"
"IITA-TMS-IBA102896","I102896:250099034","I102896:250099034"
"IITA-TMS-IBAMP080321","MP080321:250099220","MP080321:250099220"
"I991732","I991732:250368018","I991732:250368018"
"IITA-TMS-IBA011235","TMS011235:250367989","TMS011235:250367989"
"IITA-TMS-IBA010903","I010903:250300322","I010903:250300322"
"IITA-TMS-IBA102410","I102410:250099078","I102410:250099078"
"CPCR27B-30","CPCR27BP30:250368023","CPCR27BP30:250368023"
"CPCR12B-9",NA,"CPCR12B-9"
"IITA-TMS-IBA996016","I996016:250090791","I996016:250090791"
"NR030211","NR030211:250367976","NR030211:250367976"
"IITA-TMS-IBA102250","I102250:250099055","I102250:250099055"
"IITA-TMS-IBA40764","I40764:250090836","I40764:250090836"
"CO08019","CO08019:250368001","CO08019:250368001"
"IITA-TMS-IBA930007","I930007:250090827","I930007:250090827"
"GCO279","GCO279:250368016","GCO279:250368016"
"IITA-TMS-IBA102217","I102217:250099017","I102217:250099017"
"CPCR11B-8",NA,"CPCR11B-8"
"IITA-TMS-IBA102910","I102910:250099020","I102910:250099020"
"IITA-TMS-IBA101893","I101893:250099053","I101893:250099053"
"IITA-TMS-IBA102741","I102741:250099023","I102741:250099023"
"CPCR15B-89",NA,"CPCR15B-89"
"IITA-TMS-IBA102233","I102233:250099069","I102233:250099069"
"IITA-TMS-IBA102616","I102616:250099049","I102616:250099049"
"GCO157-91",NA,"GCO157-91"
"IITA-TMS-IBA950379","I950379:250300567","I950379:250300567"
"CPCR27B-14",NA,"CPCR27B-14"
"IITA-TMS-IBA011115","I011115:250300311","I011115:250300311"
"CPCR15B-7",NA,"CPCR15B-7"
"IITA-TMS-ZAR970474","Z970474:250090812","Z970474:250090812"
"CPCR24B-12",NA,"CPCR24B-12"
"CH92108","CH92108:250090858","CH92108:250090858"
"TMS930078",NA,"TMS930078"
"IITA-TMS-IBA102390","I102390:250099082","I102390:250099082"
"TME11646","TME11646:250367967","TME11646:250367967"
"IITA-TMS-IBA000345","I000345:250090783","I000345:250090783"
"TMEB1331",NA,"TMEB1331"
"CPCR17B-7",NA,"CPCR17B-7"
"Z790474","Z790474:250368015","Z790474:250368015"
"TMS911730","TMS911730:250368010","TMS911730:250368010"
"GCO247-1",NA,"GCO247-1"
"GCO100","GCO100:250399773","GCO100:250399773"
"GCO0486","GCO0486:250399771","GCO0486:250399771"
"GCO002-13",NA,"GCO002-13"
"IITA-TMS-IBA082425","I082425:250304667","I082425:250304667"
"GCO019-1",NA,"GCO019-1"
"GCO213-12",NA,"GCO213-12"
"GCO016-2",NA,"GCO016-2"
"GCO273","GCO273:250368045","GCO273:250368045"
"GCO249-41",NA,"GCO249-41"
"GCO016-22",NA,"GCO016-22"
"GCO135","GCO135:250399733","GCO135:250399733"
"TMS892831","TMS892831:250399756","TMS892831:250399756"
"IITA-TMS-IBA961089A","I961089A:250300537","I961089A:250300537"
"GCO311-6",NA,"GCO311-6"
"IITA-TMS-ZAR000156","Z000156:250090771","Z000156:250090771"
"IITA-TMS-IBA960129","I960129:250090814","I960129:250090814"
"GCO067-3",NA,"GCO067-3"
"GCO311-2",NA,"GCO311-2"
"CW53611","CW536P11:250368027","CW536P11:250368027"
"CR52A9","CR52A9:250399763","CR52A9:250399763"
"CR10015","CR100P15:250368047","CR100P15:250368047"
"IITA-TMS-IBA101803","I101803:250099348","I101803:250099348"
"CW4951","CW495P1:250399780","CW495P1:250399780"
"CR39-91",NA,"CR39-91"
"IITA-TMS-IBA102489","I102489:250099059","I102489:250099059"
"TMS961413","TMS961413:250251066","TMS961413:250251066"
"GCO239-8",NA,"GCO239-8"
"IITA-TMS-IBA101765","I101765:250399712","I101765:250399712"
"GCO016-18",NA,"GCO016-18"
"GCO314-3",NA,"GCO314-3"
"GCO048-10",NA,"GCO048-10"
"GCO213-37",NA,"GCO213-37"
"MH944041","MH944041:250368041","MH944041:250368041"
"GCO315-5",NA,"GCO315-5"
"NR8212","NR8212:250304638","NR8212:250304638"
"IITA-TMS-IBA102178","I102178:250099071","I102178:250099071"
"IITA-TMS-IBA992123","I992123:250300419","I992123:250300419"
"GCO015-24",NA,"GCO015-24"
"NR070475",NA,"NR070475"
"GCO313-2",NA,"GCO313-2"
"GCO322-6",NA,"GCO322-6"
"IITA-TMS-IBA970211","TMS970211:250399759","TMS970211:250399759"
"CPCR15B-6","CPCR15BP16:250368009","CPCR15BP16:250368009"
"IITA-TMS-IBA082032","I082032:250099310","I082032:250099310"
"GCO278","GCO278:250399786","GCO278:250399786"
"CR100215","CR100215:250399745","CR100215:250399745"
"101447",NA,"101447"
"GCO249-4",NA,"GCO249-4"
"IITA-TMS-WAR940009","W940009:250300610","W940009:250300610"
"Z956033","Z956033:250399772","Z956033:250399772"
"GCO311-17",NA,"GCO311-17"
"GCO015-12",NA,"GCO015-12"
"TMS63397","TMS63397:250399764","TMS63397:250399764"
"GCO314-2",NA,"GCO314-2"
"GCO444-30",NA,"GCO444-30"
"CR1008","CR100P8:250399721","CR100P8:250399721"
"GCO452-9",NA,"GCO452-9"
"101634",NA,"101634"
"GCO016-16",NA,"GCO016-16"
"GCO134","GCO134:250399726","GCO134:250399726"
"GCO076","GCO076:250399762","GCO076:250399762"
"GCO213-46",NA,"GCO213-46"
"GCO213-38",NA,"GCO213-38"
"GCO322-4",NA,"GCO322-4"
"IITA-TMS-IBA102436",NA,"IITA-TMS-IBA102436"
"IITA-TMS-MOK980115","M980115:250300456","M980115:250300456"
"GCO244","GCO244:250399727","GCO244:250399727"
"GCO082","GCO082:250399728","GCO082:250399728"
"GCO100-2",NA,"GCO100-2"
"GCO021-6",NA,"GCO021-6"
"IITA-TMS-IBA102091","I102091:250099092","I102091:250099092"
"IITA-TMS-IBAMP080410","MP080410:250099219","MP080410:250099219"
"GCO015-31",NA,"GCO015-31"
"GCO311-7",NA,"GCO311-7"
"GCO002-24",NA,"GCO002-24"
"GCO314-8",NA,"GCO314-8"
"TMS000355","TMS000355:250399737","TMS000355:250399737"
"GCO282","GCO282:250399730","GCO282:250399730"
"IITA-TMS-IBA070593","I070593:250300163","I070593:250300163"
"GCO189-2",NA,"GCO189-2"
"CR41-10",NA,"CR41-10"
"GCO028-1",NA,"GCO028-1"
"IITA-TMS-IBA011331","I011331:250300340","I011331:250300340"
"101499",NA,"101499"
"GCO312-7",NA,"GCO312-7"
"GCO015-15",NA,"GCO015-15"
"TMS990558","TMS990558:250368046","TMS990558:250368046"
"GCO247-3",NA,"GCO247-3"
"GCO213-13",NA,"GCO213-13"
"GCO312-1",NA,"GCO312-1"
"IITA-TMS-IBA011442","I011442:250300328","I011442:250300328"
"IITA-TMS-IBAMP080319","MP080319:250099221","MP080319:250099221"
"GCO200","GCO200:250399742","GCO200:250399742"
"GCO021-10",NA,"GCO021-10"
"GCO249-24",NA,"GCO249-24"
"CR12-45",NA,"CR12-45"
"TMS30555200GY-21",NA,"TMS30555200GY-21"
"GCO047P1","GCO047P1:250367960","GCO047P1:250367960"
"GCO311-14",NA,"GCO311-14"
"GCO316-2",NA,"GCO316-2"
"IITA-TMS-IBA011413","I011413:250300332","I011413:250300332"
"IITA-TMS-IBA101921","I101921:250099068","I101921:250099068"
"IITA-TMS-WAR940038","W940038:250300609","W940038:250300609"
"GCO311-8",NA,"GCO311-8"
"GCO239-6",NA,"GCO239-6"
"GCO314-4",NA,"GCO314-4"
"GCO028-3",NA,"GCO028-3"
"GCO194","GCO194:250399725","GCO194:250399725"
"GCO313-1",NA,"GCO313-1"
"GCO084","GCO084:250399718","GCO084:250399718"
"IITA-TMS-IBA102210","I102210:250099099","I102210:250099099"
"GCO322-3",NA,"GCO322-3"
"GCO-157-13",NA,"GCO-157-13"
"IITA-TMS-ZAR000104","Z000104:250090785","Z000104:250090785"
"IITA-TMS-IBA90853","I90853:250090838","I90853:250090838"
"IITA-TMS-IBAMP080325","MP080325:250099214","MP080325:250099214"
"IITA-TMS-IBA102675","I102675:250099031","I102675:250099031"
"GCO-157-43",NA,"GCO-157-43"
"IITA-TMS-IBA102716","I102716:250099085","I102716:250099085"
"IITA-TMS-IBAMP080524","MP080524:250099201","MP080524:250099201"
"IITA-TMS-IBA088741","I088741:250099155","I088741:250099155"
"IITA-TMS-IBA020510","I020510:250090844","I020510:250090844"
"IITA-TMS-IBA090485","I1090485:250399871","I1090485:250399871"
"GCO-157-49",NA,"GCO-157-49"
"IITA-TMS-IBAMP080743","MP080743:250099205","MP080743:250099205"
"IITA-TMS-IBA102364","I102364:250099042","I102364:250099042"
"IITA-TMS-IBA088705","I088705:250099157","I088705:250099157"
"IITA-TMS-IBA102666","I102666:250099094","I102666:250099094"
"IITA-TMS-IBAMP080427","MP080427:250099222","MP080427:250099222"
"IITA-TMS-MM971899","MM971899:250090806","MM971899:250090806"
"IITA-TMS-IBAMP080234","MP080234:250099213","MP080234:250099213"
"IITA-TMS-IBA102723",NA,"IITA-TMS-IBA102723"
"IITA-TMS-IBAMP080284","MP080284:250099204","MP080284:250099204"
"IITA-TMS-IBA088684","I088684:250099159","I088684:250099159"
"GCO-157-42",NA,"GCO-157-42"
"IITA-TMS-IBA101040","I101040:250099333","I101040:250099333"
"IITA-TMS-IBA090597",NA,"IITA-TMS-IBA090597"
"IITA-TMS-IBAMP080492","MP080492:250099209","MP080492:250099209"
"IITA-TMS-IBAMP080498","MP080498:250099206","MP080498:250099206"
"IITA-TMS-IBA101251","I101251:250099342","I101251:250099342"
"GCO-149-5",NA,"GCO-149-5"
"IITA-TMS-IBA090506","I1090506:250399862","I1090506:250399862"
"IITA-TMS-IBA088674","I088674:250099150","I088674:250099150"
"IITA-TMS-IBA102277","I102277:250099067","I102277:250099067"
"IITA-TMS-IBA090504","I090504:250099192","I090504:250099192"
"IITA-TMS-IBA980581","I980581:250253626","I980581:250253626"
"IITA-TMS-IBA102353","I102353:250099095","I102353:250099095"
"IITA-TMS-IBA102767","I102767:250099040","I102767:250099040"
"IITA-TMS-IBA102535","I102535:250099074","I102535:250099074"
"GCO-157-106",NA,"GCO-157-106"
"IITA-TMS-IBA102640","I102640:250099058","I102640:250099058"
"IITA-TMS-MM990214","MM990214:250090815","MM990214:250090815"
"IITA-TMS-IBA102677","I102677:250099043","I102677:250099043"
"IITA-TMS-MM990477","MM990477:250090809","MM990477:250090809"
"IITA-TMS-IBA101014","I101014:250099332","I101014:250099332"
"IITA-TMS-IBA090520","I090520:250099183","I090520:250099183"
"IITA-TMS-IBAMP080340","MP080340:250099208","MP080340:250099208"
"10649",NA,"10649"
"IITA-TMS-IBA090516","I090516:250099187","I090516:250099187"
"IITA-TMS-IBA030242","I030242:250090853","I030242:250090853"
"IITA-TMS-IBA083739","I083739:250304677","I083739:250304677"
"IITA-TMS-IBA990411","I990411:250090802","I990411:250090802"
"IITA-TMS-IBA102427","I102427:250099076","I102427:250099076"
"IITA-TMS-IBA100791","I100791:250099350","I100791:250099350"
"GCO-157-83",NA,"GCO-157-83"
"IITA-TMS-IBA100224","I100224:250099327","I100224:250099327"
"IITA-TMS-MM971909","MM971909:250090798","MM971909:250090798"
"IITA-TMS-IBA088691","I088691:250099160","I088691:250099160"
"IITA-TMS-IBA920417","I920417:250090824","I920417:250090824"
"IITA-TMS-IBA090576","I090576:250099182","I090576:250099182"
"IITA-TMS-IBA102608","I102608:250099045","I102608:250099045"
"I970290","I970290:250090804","I970290:250090804"
"IITA-TMS-ZAR950415","Z950415:250090829","Z950415:250090829"
"GCO-157-60",NA,"GCO-157-60"
"IITA-TMS-IBA101819","I101819:250399853","I101819:250399853"
"IITA-TMS-IBA102898","I102898:250099077","I102898:250099077"
"IITA-TMS-IBA088716","I088716:250099161","I088716:250099161"
"IITA-TMS-IBA102638","I102638:250099086","I102638:250099086"
"IITA-TMS-IBA993151","I993151:250090777","I993151:250090777"
"IITA-TMS-IBA088693","I088693:250099162","I088693:250099162"
"IITA-TMS-IBA090546","I090546:250099169","I090546:250099169"
"IITA-TMS-IBA083849","I083849:250099288","I083849:250099288"
"IITA-TMS-IBA090488","I090488:250099193","I090488:250099193"
"IITA-TMS-IBA101841","I101841:250399850","I101841:250399850"
"IITA-TMS-IBA102554","I102554:250399864","I102554:250399864"
"IITA-TMS-IBA102219","I102219:250099056","I102219:250099056"
"IITA-TMS-IBA102224","I102224:250099052","I102224:250099052"
"IITA-TMS-ZAR980139","Z980139:250090803","Z980139:250090803"
"IITA-TMS-IBA088682","I088682:250099158","I088682:250099158"
"IITA-TMS-IBA088686","I088686:250099153","I088686:250099153"
"IITA-TMS-ZAR000012","Z000012:250090782","Z000012:250090782"
"IITA-TMS-IBA070738","I070738:250099148","I070738:250099148"
"IITA-TMS-IBA088747","I088747:250099152","I088747:250099152"
"IITA-TMS-IBA100198","I100198:250099353","I100198:250099353"
"IITA-TMS-MM964019","MM964019:250090855","MM964019:250090855"
"IITA-TMS-MOK000004","M000004:250090775","M000004:250090775"
"IITA-TMS-IBA090522","I090522:250099176","I090522:250099176"
"101403",NA,"101403"
"IITA-TMS-IBA102691","I102691:250099022","I102691:250099022"
"IITA-TMS-IBA070703","I070703:250099144","I070703:250099144"
"IITA-TMS-IBA102273","I102273:250099081","I102273:250099081"
"IITA-TMS-IBA102480","I102480:250099051","I102480:250099051"
"IITA-TMS-MM968676","MM968676:250090857","MM968676:250090857"
"IITA-TMS-IBA102574","I102574:250099102","I102574:250099102"
"IITA-TMS-IBA070520","I070520:250300165","I070520:250300165"
"IITA-TMS-IBA102397","I102397:250099064","I102397:250099064"
"IITA-TMS-IBA102820","I102820:250099084","I102820:250099084"
"IITA-TMS-IBAMP081188","MP081188:250099217","MP081188:250099217"
"IITA-TMS-IBA101457","I101457:250099323","I101457:250099323"
"IITA-TMS-IBA070910","I070910:250090835","I070910:250090835"
"101431",NA,"101431"
"IITA-TMS-IBA961039","I961039:250090801","I961039:250090801"
"MP080831","MP080831:250399868","MP080831:250399868"
"IITA-TMS-IBA961613","I961613:250090822","I961613:250090822"
"IITA-TMS-IBA102034",NA,"IITA-TMS-IBA102034"
"IITA-TMS-IBA101094","I101094:250099164","I101094:250099164"
"IITA-TMS-IBAMP080862","MP080862:250099203","MP080862:250099203"
"IITA-TMS-IBA102612","I102612:250099090","I102612:250099090"
"IITA-TMS-IBAMP080328","MP080328:250399846","MP080328:250399846"
"IITA-TMS-IBA100449","I100449:250399863","I100449:250399863"
"IITA-TMS-IBAMP080243","MP080243:250099207","MP080243:250099207"
"IITA-TMS-IBA101878","I101878:250099146","I101878:250099146"
"IITA-TMS-IBAMP080742","MP080742:250099202","MP080742:250099202"
"IITA-TMS-IBA101438","I101438:250099337","I101438:250099337"
"IITA-TMS-IBAMP080814","MP080814:250099199","MP080814:250099199"
"IITA-TMS-IBAMP080575","MP080575:250099218","MP080575:250099218"
"IITA-TMS-IBAMP081175","MP081175:250099200","MP081175:250099200"
"IITA-TMS-IBA101857","I101857:250399866","I101857:250399866"
"IITA-TMS-IBA070557","I070557:250304728","I070557:250304728"
"CPOCR9A-5",NA,"CPOCR9A-5"
"IITA-TMS-IBA030060","I030060:250090848","I030060:250090848"
"IITA-TMS-IBA010265","I010265:250090781","I010265:250090781"
"I974045","I974045:250090797","I974045:250090797"
"IITA-TMS-MM961839","MM961839:250090851","MM961839:250090851"
"IITA-TMS-MM970227","MM970227:250090807","MM970227:250090807"
"IITA-TMS-IBA102718","I102718:250099089","I102718:250099089"
"IITA-TMS-IBA102546","I102546:250099062","I102546:250099062"
"981581",NA,"981581"
"IITA-TMS-IBA101782","I101782:250399859","I101782:250399859"
